,Unnamed: 0,product_id,brand,gender,category,master_category,su_cCategory,article_type,mrp,price,discount,discount_type,discount_display_label,coupon_discount,best_price,rating,rating_count,listViews,inventory,available,sizes,has_multiple_sizes,snapshot_date,season,is_fast_fashion,promotion_tags,has_promotion,year,preferred_delivery_tag,delivery_promise,source_sort
1481,,39229530,CORSICA,Women,Dresses,Apparel,Dress,Dresses,2999,2999,0,,,500.0,2499.0,0.0,0,0,13,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Summer,False,,False,2026,,,recommended
1482,,37522789,SASSAFRAS,Women,Dresses,Apparel,Dress,Dresses,2999,1739,1260,1.0,(Rs. 1260 OFF),500.0,1239.0,4.44444465637207,63,0,45,True,"S,M,L,XL,XXL",True,2026-01-10,Winter,True,Myntra_Unique,True,2025,,,recommended
1483,,31030265,StyleCast x Revolte,Women,Dresses,Apparel,Dress,Dresses,4199,1427,2772,1.0,(66% OFF),429.0,998.0,3.67307686805725,52,0,61,True,"S,M,L,XL",True,2026-01-10,Summer,True,Festive_Price_Crash|Crazy_Deal|GST_Benefit_Included|Myntra_Unique,True,2024,EXPRESS,Delivery By Jan 12,recommended
1484,,33271734,MANGO,Women,Dresses,Apparel,Dress,Dresses,5790,2316,3474,1.0,(60% OFF),500.0,1816.0,3.6875,64,0,8,True,"XS,S,M,L,XL",True,2026-01-10,Spring,True,Festive_Price_Crash|Crazy_Deal|Myntra_Unique,True,2025,,,recommended
1485,,38968471,StyleCast,Women,Dresses,Apparel,Dress,Dresses,3099,3099,0,,,500.0,2599.0,0.0,0,0,200,True,"XS,S,M,L,XL",True,2026-01-10,Winter,False,,False,2025,,,recommended
1486,,36237751,MANGO,Women,Dresses,Apparel,Dress,Dresses,4790,2395,2395,1.0,(50% OFF),500.0,1895.0,4.07407426834106,27,0,1,True,"XS,S,M,L,XL",True,2026-01-10,Fall,True,Myntra_Unique,True,2025,,,recommended
1487,,32798336,MANGO,Women,Dresses,Apparel,Dress,Dresses,5790,2316,3474,1.0,(60% OFF),500.0,1816.0,4.01851844787598,54,0,3,True,"XXS,XS,S,M,L,XL,XXL",True,2026-01-10,Spring,True,Crazy_Deal|Festive_Price_Crash|Myntra_Unique,True,2025,,,recommended
1489,,38968407,StyleCast,Women,Dresses,Apparel,Dress,Dresses,3799,3799,0,,,500.0,3299.0,0.0,0,0,200,True,"XS,S,M,L,XL",True,2026-01-10,Winter,False,,False,2025,,,recommended
1490,,36547530,H&M,Women,Dresses,Apparel,Dress,Dresses,2999,2099,900,1.0,(30% OFF),500.0,1599.0,4.0,16,0,27,True,"XXS,XS,S,M,L,XL",True,2026-01-10,Winter,True,,False,2025,EXPRESS,Delivery By Jan 11,recommended
1491,,35900484,Vero Moda,Women,Dresses,Apparel,Dress,Dresses,5999,3599,2400,1.0,(40% OFF),500.0,3099.0,0.0,0,0,11,True,"XS,S,M,L,XL",True,2026-01-10,Winter,False,,False,2025,,,recommended
1492,,35090259,Rustorange,Women,Ethnic Dresses,Apparel,Dress,Ethnic Dresses,3999,1873,2126,1.0,(53% OFF),500.0,1373.0,3.48148155212402,27,0,17,True,"XS,S,M,L,XL,XXL",True,2026-01-10,Summer,False,GST_Benefit_Included|Festive_Price_Crash,True,2025,EXPRESS,Delivery By Jan 12,recommended
1493,,38968511,StyleCast,Women,Dresses,Apparel,Dress,Dresses,3699,3699,0,,,500.0,3199.0,0.0,0,0,200,True,"S,M,L,XL",True,2026-01-10,Winter,False,,False,2025,,,recommended
1494,,25323232,StyleCast,Women,Dresses,Apparel,Dress,Dresses,3599,1259,2340,1.0,(65% OFF),378.0,881.0,4.34999990463257,340,0,40,True,"S,M,L,XL",True,2026-01-10,Winter,True,Crazy_Deal|Festive_Price_Crash|GST_Benefit_Included|Myntra_Unique,True,2023,EXPRESS,Delivery By Jan 12,recommended
1497,,38968405,StyleCast,Women,Dresses,Apparel,Dress,Dresses,4049,4049,0,,,500.0,3549.0,0.0,0,0,200,True,"XS,S,M,L",True,2026-01-10,Winter,False,,False,2025,,,recommended
1499,,30966440,Trendyol,Women,Dresses,Apparel,Dress,Dresses,4199,2099,2100,1.0,(50% OFF),500.0,1599.0,4.4210524559021,38,0,3,True,"S,M,L,XL",True,2026-01-10,Fall,True,Festive_Price_Crash|Crazy_Deal|Myntra_Unique,True,2024,,,recommended
1500,,37393710,Mast & Harbour,Women,Dresses,Apparel,Dress,Dresses,5399,1943,3456,1.0,(64% OFF),500.0,1443.0,0.0,0,0,30,True,"S,M,L,XL",True,2026-01-10,Winter,False,Myntra_Unique,True,2025,,,recommended
1501,,38980852,NOWI,Women,Dresses,Apparel,Dress,Dresses,2899,2899,0,,,500.0,2399.0,0.0,0,0,9,True,"XS,S,M,L",True,2026-01-10,Fall,False,,False,2025,,,recommended
